clause#;word#;passage;;verb;;phr1#;phr1_txt;phr1_function;phr1_corr;phr2#;phr2_txt;phr2_function;phr2_corr;phr3#;phr3_txt;phr3_function;phr3_corr;phr4#;phr4_txt;phr4_function;phr4_corr;phr5#;phr5_txt;phr5_function;phr5_corr;phr6#;phr6_txt;phr6_function;phr6_corr;phr7#;phr7_txt;phr7_function;phr7_corr;phr8#;phr8_txt;phr8_function;phr8_corr
457440;163121;2_Samuel 5:9;;JQR>&;;698977;W;Conj;;698978;JQR>&;Pred;;698979;LH ;Cmpl;;698980;<JR DWD ;Objc;;;;;;;;;;;;;;;;;
457476;163322;2_Samuel 5:20;;QR> ;;699098;<L&KN ;Adju;;699099;QR> ;Pred;;699100;#M&HMQWM HHW> ;Objc;;699101;B<L PRYJM00;Objc;;;;;;;;;;;;;;;;;
457501;163442;2_Samuel 6:2;;NQR> ;;699173;>#R&;Rela;;699174;NQR> ;Pred;;699175;#M ;Subj;;699176;#M JHWH YB>WT ;Objc;;699179;<LJW00;Cmpl;;;;;;;;;;;;;
457520;163581;2_Samuel 6:8;;JQR> ;;699242;W;Conj;;699243;JQR> ;Pred;;699244;LMQWM HHW> ;Cmpl;;699245;PRY <ZH ;Objc;;699246;<D HJWM HZH00;Time;;;;;;;;;;;;;
457772;164977;2_Samuel 9:2;;JQR>W&;;700044;W;Conj;;700045;JQR>W&;Pred;;700046;LW ;Cmpl;;700047;>L&DWD ;Cmpl;;;;;;;;;;;;;;;;;
457806;165124;2_Samuel 9:9;;JQR> ;;700145;W;Conj;;700146;JQR> ;Pred;;700147;HMLK ;Subj;;700148;>L&YJB> N<R #>WL ;Cmpl;;;;;;;;;;;;;;;;;
457974;166003;2_Samuel 11:13;;JQR>&;;700686;W;Conj;;700687;JQR>&;Pred;;700688;LW ;Cmpl;;700689;DWD ;Subj;;;;;;;;;;;;;;;;;
458184;166947;2_Samuel 12:24;;TQR> ;;701323;W;Conj;;701324;TQR> ;Pred;;701325;>T&#MW ;Objc;;701326;#LMH ;Objc;;;;;;;;;;;;;;;;;
458187;166962;2_Samuel 12:25;;JQR> ;;701333;W;Conj;;701334;JQR> ;Pred;;701335;>T&#MW ;Objc;;701336;JDJDJH B<BWR JHWH00;Objc;;;;;;;;;;;;;;;;;
458199;167020;2_Samuel 12:28;;NQR> ;;701369;W;Conj;;701370;NQR> ;Pred;;701371;#MJ ;Subj;;701372;<LJH00;Cmpl;;;;;;;;;;;;;;;;;
458313;167489;2_Samuel 13:17;;JQR> ;;701693;W;Conj;;701694;JQR> ;Pred;;701695;>T&N<RW ;Objc;;;;;;;;;;;;;;;;;;;;;
458345;167643;2_Samuel 13:23;;JQR> ;;701799;W;Conj;;701800;JQR> ;Pred;;701801;>B#LWM ;Subj;;701802;LKL&BNJ HMLK00;Cmpl;;;;;;;;;;;;;;;;;
458614;168843;2_Samuel 14:33;;JQR> ;;702596;W;Conj;;702597;JQR> ;Pred;;702598;>L&>B#LWM ;Cmpl;;;;;;;;;;;;;;;;;;;;;
458627;168913;2_Samuel 15:2;;JQR> ;;702639;W;Conj;;702640;JQR> ;Pred;;702641;>B#LWM ;Subj;;702642;>LJW ;Cmpl;;;;;;;;;;;;;;;;;
458670;169101;2_Samuel 15:11;;QR>JM ;;702767;QR>JM ;PreC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
458934;170361;2_Samuel 17:5;;QR> ;;703533;QR> ;Pred;;703534;N> ;Intj;;703535;GM LXW#J H>RKJ ;Cmpl;;;;;;;;;;;;;;;;;;;;;
459154;171530;2_Samuel 18:18;;JQR> ;;704221;W;Conj;;704222;JQR> ;Pred;;704223;LMYBT ;Cmpl;;704224;<L&#MW ;Cmpl;;;;;;;;;;;;;;;;;
459155;171537;2_Samuel 18:18;;JQR> ;;704225;W;Conj;;704226;JQR> ;Pred;;704227;LH ;Cmpl;;704228;JD >B#LM ;Subj;;704229;<D HJWM HZH00;Time;;;;;;;;;;;;;
459190;171698;2_Samuel 18:25;;JQR> ;;704334;W;Conj;;704335;JQR> ;Pred;;704336;HYPH ;Subj;;;;;;;;;;;;;;;;;;;;;
459198;171729;2_Samuel 18:26;;JQR> ;;704355;W;Conj;;704356;JQR> ;Pred;;704357;HYPH ;Subj;;704358;>L&H#<R ;Cmpl;;;;;;;;;;;;;;;;;
459208;171777;2_Samuel 18:28;;JQR> ;;704385;W;Conj;;704386;JQR> ;Pred;;704387;>XJM<Y ;Subj;;;;;;;;;;;;;;;;;;;;;
459549;173479;2_Samuel 20:16;;TQR> ;;705436;W;Conj;;705437;TQR> ;Pred;;705438;>#H XKMH MN&H<JR ;Subj;;;;;;;;;;;;;;;;;;;;;
459606;173733;2_Samuel 21:2;;JQR> ;;705591;W;Conj;;705592;JQR> ;Pred;;705593;HMLK ;Subj;;705594;LGB<NJM ;Cmpl;;;;;;;;;;;;;;;;;
459706;174330;2_Samuel 22:4;;>QR> ;;705905;MHLL ;PrAd;;705906;>QR> ;Pred;;705907;JHWH ;Objc;;;;;;;;;;;;;;;;;;;;;
459712;174353;2_Samuel 22:7;;>QR> ;;705920;BYR&LJ ;Adju;;705921;>QR> ;Pred;;705922;JHWH ;Objc;;;;;;;;;;;;;;;;;;;;;
459713;174358;2_Samuel 22:7;;>QR> ;;705923;W;Conj;;705924;>L&>LHJ ;Cmpl;;705925;>QR> ;Pred;;;;;;;;;;;;;;;;;;;;;
460125;176257;1_Kings 1:9;;JQR> ;;707061;W;Conj;;707062;JQR> ;Pred;;707063;>T&KL&>XJW BNJ HMLK WLKL&>N#J JHWDH <BDJ HMLK00;Objc;;;;;;;;;;;;;;;;;;;;;
460126;176288;1_Kings 1:10;;QR>00;;707064;W;Conj;;707065;>T&NTN HNBJ> WBNJHW W>T&HGBWRJM W>T&#LMH >XJW ;Objc;;707066;L> ;Nega;;707067;QR>00;Pred;;;;;;;;;;;;;;;;;
460164;176454;1_Kings 1:19;;JQR> ;;707184;W;Conj;;707185;JQR> ;Pred;;707186;LKL&BNJ HMLK WL>BJTR HKHN WLJ>B #R HYB> ;Cmpl;;;;;;;;;;;;;;;;;;;;;
460165;176476;1_Kings 1:19;;QR>00;;707187;W;Conj;;707188;L#LMH <BDK ;Cmpl;;707189;L> ;Nega;;707190;QR>00;Pred;;;;;;;;;;;;;;;;;
460189;176580;1_Kings 1:25;;JQR> ;;707252;W;Conj;;707253;JQR> ;Pred;;707254;LKL&BNJ HMLK WL#RJ HYB> WL>BJTR HKHN ;Cmpl;;;;;;;;;;;;;;;;;;;;;
460194;176628;1_Kings 1:26;;QR>00;;707265;W;Conj;;707266;LJ >NJ&<BDK WLYDQ HKHN WLBNJHW BN&JHWJD< WL#LMH <BDK ;Cmpl;;707267;L> ;Nega;;707268;QR>00;Pred;;;;;;;;;;;;;;;;;
460200;176660;1_Kings 1:28;;QR>W&;;707286;QR>W&;Pred;;707287;LJ ;Cmpl;;707288;LBT&#B< ;Cmpl;;;;;;;;;;;;;;;;;;;;;
460219;176744;1_Kings 1:32;;QR>W&;;707341;QR>W&;Pred;;707342;LJ ;Adju;;707343;LYDWQ HKHN WLNTN HNBJ> WLBNJHW BN&JHWJD< ;Cmpl;;;;;;;;;;;;;;;;;;;;;
460255;176972;1_Kings 1:41;;QR>JM ;;707457;W;Conj;;707458;J#M< ;Pred;;707459;>DNJHW WKL&HQR>JM ;Subj;;;;;;;;;;;;;;;;;;;;;
460292;177158;1_Kings 1:49;;QR>JM ;;707567;W;Conj;;707568;JQMW ;Pred;;707569;KL&HQR>JM ;Subj;;;;;;;;;;;;;;;;;;;;;
460500;178139;1_Kings 2:36;;JQR> ;;708188;W;Conj;;708189;JQR> ;Pred;;708190;L#M<J ;Cmpl;;;;;;;;;;;;;;;;;;;;;
460531;178275;1_Kings 2:42;;JQR> ;;708283;W;Conj;;708284;JQR> ;Pred;;708285;L#M<J ;Cmpl;;;;;;;;;;;;;;;;;;;;;
461042;181307;1_Kings 7:21;;JQR> ;;709799;W;Conj;;709800;JQR> ;Pred;;709801;>T&#MW ;Objc;;709802;JKJN ;Objc;;;;;;;;;;;;;;;;;
461044;181319;1_Kings 7:21;;JQR> ;;709806;W;Conj;;709807;JQR> ;Pred;;709808;>T&#MW ;Objc;;709809;B<Z00;Objc;;;;;;;;;;;;;;;;;
461329;183059;1_Kings 8:43;;JQR> ;;710647;>#R&;Rela;;710648;JQR> ;Pred;;710649;>LJK ;Cmpl;;710650;HNKRJ ;Subj;;;;;;;;;;;;;;;;;
461333;183082;1_Kings 8:43;;NQR> ;;710660;KJ&;Conj;;710661;#MK ;Subj;;710662;NQR> ;Pred;;710663;<L&HBJT HZH ;Cmpl;;;;;;;;;;;;;;;;;
461374;183287;1_Kings 8:52;;QR>M ;;710785;QR>M ;PreS;;710786;>LJK00;Cmpl;;;;;;;;;;;;;;;;;;;;;;;;;
461492;183994;1_Kings 9:13;;JQR> ;;711137;W;Conj;;711138;JQR> ;Pred;;711139;LHM ;Cmpl;;711140;>RY KBWL ;Objc;;711141;<D HJWM HZH00;Time;;;;;;;;;;;;;
461803;185970;1_Kings 12:3;;JQR>W&;;712169;W;Conj;;712170;JQR>W&;Pred;;712171;LW ;Cmpl;;;;;;;;;;;;;;;;;;;;;
461900;186411;1_Kings 12:20;;JQR>W ;;712454;W;Conj;;712455;JQR>W ;Pred;;712456;>TW ;Objc;;712457;>L&H<DH ;Cmpl;;;;;;;;;;;;;;;;;
461965;186783;1_Kings 13:2;;JQR> ;;712649;W;Conj;;712650;JQR> ;Pred;;712651;<L&HMZBX ;Cmpl;;712652;BDBR JHWH ;Adju;;;;;;;;;;;;;;;;;
461983;186858;1_Kings 13:4;;QR> ;;712700;>#R ;Rela;;712701;QR> ;Pred;;712702;<L&HMZBX BBJT&>L ;Cmpl;;;;;;;;;;;;;;;;;;;;;
462076;187261;1_Kings 13:21;;JQR> ;;712986;W;Conj;;712987;JQR> ;Pred;;712988;>L&>J# H>LHJM ;Cmpl;;;;;;;;;;;;;;;;;;;;;
462146;187556;1_Kings 13:32;;QR> ;;713184;>#R ;Rela;;713185;QR> ;Pred;;713186;BDBR JHWH ;Adju;;713187;<L&HMZBX W<L KL&BTJ HBMWT ;Cmpl;;;;;;;;;;;;;;;;;
462499;189575;1_Kings 16:24;;JQR> ;;714270;W;Conj;;714271;JQR> ;Pred;;714272;>T&#M H<JR ;Objc;;714275;<L #M&#MR >DNJ HHR ;Cmpl;;714276;#MRWN00;Objc;;;;;;;;;;;;;
462577;189974;1_Kings 17:10;;JQR> ;;714498;W;Conj;;714499;JQR> ;Pred;;714500;>LJH ;Cmpl;;;;;;;;;;;;;;;;;;;;;
462583;189993;1_Kings 17:11;;JQR> ;;714513;W;Conj;;714514;JQR> ;Pred;;714515;>LJH ;Cmpl;;;;;;;;;;;;;;;;;;;;;
462629;190208;1_Kings 17:20;;JQR> ;;714651;W;Conj;;714652;JQR> ;Pred;;714653;>L&JHWH ;Cmpl;;;;;;;;;;;;;;;;;;;;;
462636;190237;1_Kings 17:21;;JQR> ;;714670;W;Conj;;714671;JQR> ;Pred;;714672;>L&JHWH ;Cmpl;;;;;;;;;;;;;;;;;;;;;
462662;190352;1_Kings 18:3;;JQR> ;;714745;W;Conj;;714746;JQR> ;Pred;;714747;>X>B ;Subj;;714748;>L&<BDJHW ;Cmpl;;;;;;;;;;;;;;;;;
462777;190826;1_Kings 18:24;;QR>TM ;;715065;W;Conj;;715066;QR>TM ;Pred;;715067;B#M >LHJKM ;Cmpl;;;;;;;;;;;;;;;;;;;;;
462778;190832;1_Kings 18:24;;>QR> ;;715068;W;Conj;;715069;>NJ ;Subj;;715070;>QR> ;Pred;;715071;B#M&JHWH ;Cmpl;;;;;;;;;;;;;;;;;
462790;190879;1_Kings 18:25;;QR>W ;;715100;W;Conj;;715101;QR>W ;Pred;;715102;B#M >LHJKM ;Cmpl;;;;;;;;;;;;;;;;;;;;;
462795;190898;1_Kings 18:26;;JQR>W ;;715115;W;Conj;;715116;JQR>W ;Pred;;715117;B#M&HB<L ;Cmpl;;715118;MHBQR W<D&HYHRJM ;Time;;;;;;;;;;;;;;;;;
462806;190939;1_Kings 18:27;;QR>W ;;715142;QR>W ;Pred;;715143;BQWL&GDWL ;Adju;;;;;;;;;;;;;;;;;;;;;;;;;
462813;190962;1_Kings 18:28;;JQR>W ;;715162;W;Conj;;715163;JQR>W ;Pred;;715164;BQWL GDWL ;Adju;;;;;;;;;;;;;;;;;;;;;
463080;192043;1_Kings 20:7;;JQR> ;;715877;W;Conj;;715878;JQR> ;Pred;;715879;MLK&J#R>L ;Subj;;715880;LKL&ZQNJ H>RY ;Cmpl;;;;;;;;;;;;;;;;;
463342;193195;1_Kings 21:9;;QR>W&;;716650;QR>W&;Pred;;716651;YWM ;Objc;;;;;;;;;;;;;;;;;;;;;;;;;
463356;193254;1_Kings 21:12;;QR>W ;;716687;QR>W ;Pred;;716688;YWM ;Objc;;;;;;;;;;;;;;;;;;;;;;;;;
463490;193817;1_Kings 22:9;;JQR> ;;717051;W;Conj;;717052;JQR> ;Pred;;717053;MLK J#R>L ;Subj;;717054;>L&SRJS >XD ;Cmpl;;;;;;;;;;;;;;;;;
463509;193900;1_Kings 22:13;;QR> ;;717102;LQR> ;Pred;;717103;MJKJHW ;Objc;;;;;;;;;;;;;;;;;;;;;;;;;
463994;196021;2_Kings 3:10;;QR> ;;718490;KJ&;Conj;;718491;QR> ;Pred;;718492;JHWH ;Subj;;718493;L#L#T HMLKJM H>LH ;Cmpl;;;;;;;;;;;;;;;;;
464011;196111;2_Kings 3:13;;QR> ;;718542;KJ&;Conj;;718543;QR> ;Pred;;718544;JHWH ;Subj;;718545;L#L#T HMLKJM H>LH ;Cmpl;;;;;;;;;;;;;;;;;
464147;196706;2_Kings 4:12;;QR> ;;718941;QR> ;Pred;;718942;L#WNMJT HZ>T ;Cmpl;;;;;;;;;;;;;;;;;;;;;;;;;
464148;196713;2_Kings 4:12;;JQR>&;;718943;W;Conj;;718944;JQR>&;Pred;;718945;LH ;Cmpl;;;;;;;;;;;;;;;;;;;;;
464166;196777;2_Kings 4:15;;QR>&;;718990;QR>&;Pred;;718991;LH ;Cmpl;;;;;;;;;;;;;;;;;;;;;;;;;
464167;196780;2_Kings 4:15;;JQR>&;;718992;W;Conj;;718993;JQR>&;Pred;;718994;LH ;Cmpl;;;;;;;;;;;;;;;;;;;;;
464194;196891;2_Kings 4:22;;TQR> ;;719063;W;Conj;;719064;TQR> ;Pred;;719065;>L&>J#H ;Cmpl;;;;;;;;;;;;;;;;;;;;;
464282;197222;2_Kings 4:36;;JQR> ;;719308;W;Conj;;719309;JQR> ;Pred;;719310;>L&GJXZJ ;Cmpl;;;;;;;;;;;;;;;;;;;;;
464284;197227;2_Kings 4:36;;QR> ;;719313;QR> ;Pred;;719314;>L&H#NMJT HZ>T ;Cmpl;;;;;;;;;;;;;;;;;;;;;;;;;
464285;197234;2_Kings 4:36;;JQR>H ;;719315;W;Conj;;719316;JQR>H ;PreO;;;;;;;;;;;;;;;;;;;;;;;;;
464370;197586;2_Kings 5:7;;QR> ;;719547;KQR> ;Pred;;719548;MLK&J#R>L ;Subj;;719549;>T&HSPR ;Objc;;;;;;;;;;;;;;;;;;;;;
464404;197709;2_Kings 5:11;;QR> ;;719640;W;Conj;;719641;QR> ;Pred;;719642;B#M&JHWH >LHJW ;Cmpl;;;;;;;;;;;;;;;;;;;;;
464557;198344;2_Kings 6:11;;JQR> ;;720068;W;Conj;;720069;JQR> ;Pred;;720070;>L&<BDJW ;Cmpl;;;;;;;;;;;;;;;;;;;;;
464772;199197;2_Kings 7:10;;JQR>W ;;720652;W;Conj;;720653;JQR>W ;Pred;;720654;>L&#<R H<JR ;Cmpl;;;;;;;;;;;;;;;;;;;;;
464780;199234;2_Kings 7:11;;JQR> ;;720672;W;Conj;;720673;JQR> ;Pred;;720674;H#<RJM ;Objc;;;;;;;;;;;;;;;;;;;;;
464848;199535;2_Kings 8:1;;QR> ;;720869;KJ&;Conj;;720870;QR> ;Pred;;720871;JHWH ;Subj;;720872;LR<B ;Cmpl;;;;;;;;;;;;;;;;;
464986;200233;2_Kings 9:1;;QR> ;;721281;W;Conj;;721282;>LJ#< HNBJ> ;Subj;;721283;QR> ;Pred;;721284;L>XD MBNJ HNBJ>JM ;Cmpl;;;;;;;;;;;;;;;;;
465301;201579;2_Kings 10:19;;QR>W ;;722140;KL&NBJ>J HB<L KL&<BDJW WKL&KHNJW ;Objc;;722141;QR>W ;Pred;;722142;>LJ ;Cmpl;;;;;;;;;;;;;;;;;;;;;
465310;201616;2_Kings 10:20;;JQR>W00;;722166;W;Conj;;722167;JQR>W00;Pred;;;;;;;;;;;;;;;;;;;;;;;;;
465447;202363;2_Kings 11:14;;TQR> ;;722568;W;Conj;;722569;TQR> ;Pred;;;;;;;;;;;;;;;;;;;;;;;;;
465497;202679;2_Kings 12:8;;JQR> ;;722728;W;Conj;;722729;JQR> ;Pred;;722730;HMLK JHW># ;Subj;;722731;LJHWJD< HKHN WLKHNJM ;Cmpl;;;;;;;;;;;;;;;;;
465689;203761;2_Kings 14:7;;JQR> ;;723331;W;Conj;;723332;JQR> ;Pred;;723333;>T&#MH ;Objc;;723334;JQT>L ;Objc;;723335;<D HJWM HZH00;Time;;;;;;;;;;;;;
466147;206598;2_Kings 18:4;;JQR>&;;724810;W;Conj;;724811;JQR>&;Pred;;724812;LW ;Cmpl;;724813;NX#TN00;Objc;;;;;;;;;;;;;;;;;
466197;206908;2_Kings 18:18;;JQR>W ;;724967;W;Conj;;724968;JQR>W ;Pred;;724969;>L&HMLK ;Cmpl;;;;;;;;;;;;;;;;;;;;;
466249;207181;2_Kings 18:28;;JQR> ;;725120;W;Conj;;725121;JQR> ;Pred;;725122;BQWL&GDWL ;Adju;;725123;JHWDJT ;Modi;;;;;;;;;;;;;;;;;
466350;207685;2_Kings 19:14;;JQR>M ;;725417;W;Conj;;725418;JQR>M ;PreO;;;;;;;;;;;;;;;;;;;;;;;;;
466516;208402;2_Kings 20:11;;JQR> ;;725873;W;Conj;;725874;JQR> ;Pred;;725875;J#<JHW HNBJ> ;Subj;;725876;>L&JHWH ;Cmpl;;;;;;;;;;;;;;;;;
466695;209401;2_Kings 22:8;;JQR>HW00;;726424;W;Conj;;726425;JQR>HW00;PreO;;;;;;;;;;;;;;;;;;;;;;;;;
466706;209456;2_Kings 22:10;;JQR>HW ;;726457;W;Conj;;726458;JQR>HW ;PreO;;726459;#PN ;Subj;;726460;LPNJ HMLK00;Cmpl;;;;;;;;;;;;;;;;;
466729;209628;2_Kings 22:16;;QR> ;;726528;>#R ;Rela;;726529;QR> ;Pred;;726530;MLK JHWDH00;Subj;;;;;;;;;;;;;;;;;;;;;
466762;209797;2_Kings 23:2;;JQR> ;;726620;W;Conj;;726621;JQR> ;Pred;;726622;B>ZNJHM ;Cmpl;;726623;>T&KL&DBRJ SPR HBRJT ;Objc;;;;;;;;;;;;;;;;;
466833;210317;2_Kings 23:16;;QR> ;;726842;>#R ;Rela;;726843;QR> ;Pred;;726844;>J# H>LHJM ;Subj;;;;;;;;;;;;;;;;;;;;;
466834;210322;2_Kings 23:16;;QR> ;;726845;>#R ;Rela;;726846;QR> ;Pred;;726847;>T&HDBRJM H>LH00;Objc;;;;;;;;;;;;;;;;;;;;;
466841;210354;2_Kings 23:17;;JQR> ;;726863;W;Conj;;726864;JQR> ;Pred;;726865;>T&HDBRJM H>LH ;Objc;;726868;<L HMZBX BJT&>L00;Cmpl;;;;;;;;;;;;;;;;;
467132;212265;Isaiah 1:13;;QR> ;;727776;QR> ;Pred;;727777;MQR> ;Objc;;;;;;;;;;;;;;;;;;;;;;;;;
467187;212451;Isaiah 1:26;;JQR> ;;727913;>XRJ&KN ;Time;;727914;JQR> ;Pred;;727915;LK ;Cmpl;;;;;;;;;;;;;;;;;;;;;
467355;213294;Isaiah 4:1;;JQR> ;;728377;RQ ;Modi;;728378;JQR> ;Pred;;728379;#MK ;Subj;;728380;<LJNW ;Cmpl;;;;;;;;;;;;;;;;;
467515;214009;Isaiah 6:3;;QR> ;;728844;W;Conj;;728845;QR> ;Pred;;728846;ZH ;Subj;;728847;>L&ZH ;Cmpl;;;;;;;;;;;;;;;;;
467519;214033;Isaiah 6:4;;QWR> ;;728854;W;Conj;;728855;JN<W ;Pred;;728856;>MWT HSPJM ;Subj;;728857;MQWL HQWR> ;Adju;;;;;;;;;;;;;;;;;
467626;214474;Isaiah 7:14;;QR>T ;;729143;W;Conj;;729144;QR>T ;Pred;;729145;#MW ;Objc;;729146;<MNW >L00;Objc;;;;;;;;;;;;;;;;;
467673;214767;Isaiah 8:3;;QR> ;;729284;QR> ;Pred;;729285;#MW ;Objc;;729286;MHR #LL X# BZ00;Objc;;;;;;;;;;;;;;;;;;;;;
467676;214776;Isaiah 8:4;;QR> ;;729291;QR> ;Pred;;729292;>BJ W>MJ ;Objc;;;;;;;;;;;;;;;;;;;;;;;;;
467775;215231;Isaiah 9:5;;JQR> ;;729567;W;Conj;;729568;JQR> ;Pred;;729569;#MW ;Objc;;729570;PL> JW<Y >L GBWR >BJ<D #R&#LWM00;Objc;;;;;;;;;;;;;;;;;
468022;216450;Isaiah 12:4;;QR>W ;;730325;QR>W ;Pred;;730326;B#MW ;Cmpl;;;;;;;;;;;;;;;;;;;;;;;;;
468040;216510;Isaiah 13:3;;QR>TJ ;;730369;GM ;Modi;;730370;QR>TJ ;Pred;;730371;GBWRJ L>PJ ;Objc;;730372;<LJZJ G>WTJ00;Objc;;;;;;;;;;;;;;;;;
468173;217105;Isaiah 14:20;;JQR> ;;730749;L>&;Nega;;730750;JQR> ;Pred;;730751;L<WLM ;Time;;730752;ZR< MR<JM00;Subj;;;;;;;;;;;;;;;;;
468561;218819;Isaiah 21:8;;JQR> ;;731791;W;Conj;;731792;JQR> ;Pred;;;;;;;;;;;;;;;;;;;;;;;;;
468576;218876;Isaiah 21:11;;QR> ;;731827;>LJ ;Cmpl;;731828;QR> ;PreC;;731829;M#<JR ;Loca;;;;;;;;;;;;;;;;;;;;;
468637;219143;Isaiah 22:12;;JQR> ;;731979;W;Conj;;731980;JQR> ;Pred;;731981;>DNJ JHWH YB>WT ;Subj;;731982;BJWM HHW> ;Time;;731983;LBKJ WLMSPD WLQRXH ;Adju;;;;;;;;;;;;;
468670;219286;Isaiah 22:20;;QR>TJ ;;732071;W;Conj;;732072;QR>TJ ;Pred;;732073;L<BDJ L>LJQJM BN&XLQJHW00;Cmpl;;;;;;;;;;;;;;;;;;;;;
469217;221535;Isaiah 29:11;;QR> ;;733470;QR> ;Pred;;733471;N>&;Intj;;733472;ZH ;Objc;;;;;;;;;;;;;;;;;;;;;
469224;221556;Isaiah 29:12;;QR> ;;733488;QR> ;Pred;;733489;N>&;Intj;;733490;ZH ;Objc;;;;;;;;;;;;;;;;;;;;;
469303;221907;Isaiah 30:7;;QR>TJ ;;733726;LKN ;Modi;;733727;QR>TJ ;Pred;;733728;LZ>T ;Cmpl;;;;;;;;;;;;;;;;;;;;;
469441;222543;Isaiah 31:4;;JQR> ;;734113;>#R ;Rela;;734114;JQR> ;Pred;;734115;<LJW ;Adju;;734116;ML> R<JM ;Subj;;;;;;;;;;;;;;;;;
469478;222708;Isaiah 32:5;;JQR> ;;734220;L>&;Nega;;734221;JQR> ;Pred;;734222;<WD ;Modi;;734223;LNBL ;Cmpl;;;;;;;;;;;;;;;;;
469686;223452;Isaiah 34:12;;JQR>W ;;734730;W;Conj;;734731;>JN&;Nega;;734732;#M ;Loca;;734733;MLWKH ;Objc;;734734;JQR>W ;Pred;;;;;;;;;;;;;
469702;223516;Isaiah 34:16;;QR>W ;;734780;W;Conj;;734781;QR>W ;Pred;;;;;;;;;;;;;;;;;;;;;;;;;
469740;223674;Isaiah 35:8;;JQR> ;;734886;W;Conj;;734888;JQR> ;Pred;;734889;LH ;Cmpl;;;;;;;;;;;;;;;;;;;;;
469808;224039;Isaiah 36:13;;JQR> ;;735091;W;Conj;;735092;JQR> ;Pred;;735093;BQWL&GDWL ;Adju;;735094;JHWDJT ;Modi;;;;;;;;;;;;;;;;;
469905;224521;Isaiah 37:14;;JQR>HW ;;735374;W;Conj;;735375;JQR>HW ;PreO;;;;;;;;;;;;;;;;;;;;;;;;;
470146;225573;Isaiah 40:2;;QR>W ;;736042;W;Conj;;736043;QR>W ;Pred;;736044;>LJH ;Cmpl;;;;;;;;;;;;;;;;;;;;;
470150;225591;Isaiah 40:3;;QWR> ;;736056;QWL ;Subj;;736057;QWR> ;PreC;;;;;;;;;;;;;;;;;;;;;;;;;
470161;225640;Isaiah 40:6;;QR> ;;736088;QR> ;Pred;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
470163;225644;Isaiah 40:6;;>QR> ;;736091;MH ;Objc;;736092;>QR> ;Pred;;;;;;;;;;;;;;;;;;;;;;;;;
470247;225969;Isaiah 40:26;;JQR> ;;736329;LKLM ;Cmpl;;736330;B#M ;Cmpl;;736331;JQR> ;Pred;;;;;;;;;;;;;;;;;;;;;
470290;226105;Isaiah 41:4;;QR> ;;736439;QR> ;PreC;;736440;HDRWT ;Objc;;736441;MR># ;Time;;;;;;;;;;;;;;;;;;;;;
470314;226179;Isaiah 41:9;;QR>TJK ;;736489;W;Conj;;736490;M>YJLJH ;Cmpl;;736491;QR>TJK ;PreO;;;;;;;;;;;;;;;;;;;;;
470400;226446;Isaiah 41:25;;JQR> ;;736691;MMZRX&#M# ;Adju;;736692;JQR> ;Pred;;736693;B#MJ ;Cmpl;;;;;;;;;;;;;;;;;;;;;
470449;226602;Isaiah 42:6;;QR>TJK ;;736815;>NJ JHWH ;Subj;;736816;QR>TJK ;PreO;;736817;BYDQ ;Adju;;;;;;;;;;;;;;;;;;;;;
470550;226939;Isaiah 43:1;;QR>TJ ;;737059;QR>TJ ;Pred;;737060;B#MK ;Cmpl;;;;;;;;;;;;;;;;;;;;;;;;;
470578;227034;Isaiah 43:7;;NQR> ;;737129;H;Rela;;737130;NQR> ;PreC;;737131;B#MJ ;Cmpl;;;;;;;;;;;;;;;;;;;;;
470644;227255;Isaiah 43:22;;QR>T ;;737299;W;Conj;;737300;L>&;Nega;;737301;>TJ ;Objc;;737302;QR>T ;Pred;;;;;;;;;;;;;;;;;
470686;227397;Isaiah 44:5;;JQR> ;;737410;W;Conj;;737411;ZH ;Subj;;737412;JQR> ;Pred;;737413;B#M&J<QB ;Adju;;;;;;;;;;;;;;;;;
470694;227434;Isaiah 44:7;;JQR> ;;737437;JQR> ;Pred;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
470850;227917;Isaiah 45:3;;QWR> ;;737820;H;Rela;;737821;QWR> ;PreC;;737822;B#MK ;Cmpl;;;;;;;;;;;;;;;;;;;;;
470852;227929;Isaiah 45:4;;>QR> ;;737824;W;Conj;;737825;>QR> ;Pred;;737826;LK ;Cmpl;;737827;B#MK ;Cmpl;;;;;;;;;;;;;;;;;
471027;228470;Isaiah 46:11;;QR> ;;738248;QR> ;PreC;;738249;MMZRX ;Cmpl;;738250;<JV ;Objc;;;;;;;;;;;;;;;;;;;;;
471047;228529;Isaiah 47:1;;JQR>W&;;738292;JQR>W&;Pred;;738293;LK ;Cmpl;;738294;RKH W<NGH00;Objc;;;;;;;;;;;;;;;;;;;;;
471065;228576;Isaiah 47:5;;JQR>W&;;738332;JQR>W&;Pred;;738333;LK ;Cmpl;;738334;GBRT MMLKWT00;Objc;;;;;;;;;;;;;;;;;;;;;
471129;228782;Isaiah 48:1;;NQR>JM ;;738489;H;Rela;;738490;NQR>JM ;PreC;;738491;B#M J#R>L ;Cmpl;;;;;;;;;;;;;;;;;;;;;
