clause#;word#;passage;;verb;;phr1#;phr1_txt;phr1_function;phr1_corr;phr2#;phr2_txt;phr2_function;phr2_corr;phr3#;phr3_txt;phr3_function;phr3_corr;phr4#;phr4_txt;phr4_function;phr4_corr;phr5#;phr5_txt;phr5_function;phr5_corr;phr6#;phr6_txt;phr6_function;phr6_corr;phr7#;phr7_txt;phr7_function;phr7_corr;phr8#;phr8_txt;phr8_function;phr8_corr
488060;305863;Zechariah 3:10;;TQR>W ;;785947;BJWM HHW> ;Time;;785949;TQR>W ;Pred;;785952;>L&TXT GPN W>L&TXT T>NH00;Loca;;;;;;;;;;;;;;;;;;;;;
488287;306813;Zechariah 7:7;;QR> ;;786533;>#R ;Rela;;786534;QR> ;Pred;;786535;JHWH ;Subj;;786536;BJD HNBJ>JM HR>#NJM ;Adju;;;;;;;;;;;;;;;;;
488309;306929;Zechariah 7:13;;QR> ;;786594;K>#R&;Conj;;786595;QR> ;Pred;;;;;;;;;;;;;;;;;;;;;;;;;
488311;306934;Zechariah 7:13;;JQR>W ;;786599;KN ;Modi;;786600;JQR>W ;Pred;;;;;;;;;;;;;;;;;;;;;;;;;
488326;306999;Zechariah 8:3;;NQR>H ;;786643;W;Conj;;786644;NQR>H ;Pred;;786645;JRW#LM ;Subj;;786646;<JR&H>MT ;Objc;;;;;;;;;;;;;;;;;
488584;308131;Zechariah 11:7;;QR>TJ ;;787352;L>XD ;Cmpl;;787353;QR>TJ ;Pred;;;;;;;;;;;;;;;;;;;;;;;;;
488586;308136;Zechariah 11:7;;QR>TJ ;;787355;W;Conj;;787356;L>XD ;Cmpl;;787357;QR>TJ ;Pred;;;;;;;;;;;;;;;;;;;;;
488738;308887;Zechariah 13:9;;JQR> ;;787783;HW> ;Subj;;787784;JQR> ;Pred;;787785;B#MJ ;Cmpl;;;;;;;;;;;;;;;;;;;;;
488856;309515;Malachi 1:4;;QR>W ;;788136;W;Conj;;788137;QR>W ;Pred;;788138;LHM ;Cmpl;;788139;GBWL R#<H ;Objc;;;;;;;;;;;;;;;;;
489178;310880;Psalms 3:5;;>QR> ;;789073;QWLJ ;Adju;;789074;>L&JHWH ;Cmpl;;789075;>QR> ;Pred;;;;;;;;;;;;;;;;;;;;;
489199;310934;Psalms 4:2;;QR>J ;;789113;BQR>J ;PreS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
489213;310969;Psalms 4:4;;QR>J ;;789141;BQR>J ;PreS;;789142;>LJW00;Cmpl;;;;;;;;;;;;;;;;;;;;;;;;;
489611;312261;Psalms 14:4;;QR>W00;;790058;JHWH ;Objc;;790059;L> ;Nega;;790060;QR>W00;Pred;;;;;;;;;;;;;;;;;;;;;
489689;312527;Psalms 17:6;;QR>TJK ;;790256;>NJ&;Subj;;790257;QR>TJK ;PreO;;;;;;;;;;;;;;;;;;;;;;;;;
489740;312685;Psalms 18:4;;>QR> ;;790357;MHLL ;Adju;;790358;>QR> ;Pred;;790359;JHWH ;Objc;;;;;;;;;;;;;;;;;;;;;
489746;312708;Psalms 18:7;;>QR> ;;790372;BYR&LJ ;Adju;;790373;>QR> ;Pred;;790374;JHWH ;Objc;;;;;;;;;;;;;;;;;;;;;
489941;313428;Psalms 20:10;;QR>NW00;;790884;QR>NW00;PreS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
489984;313581;Psalms 22:3;;>QR> ;;790988;>QR> ;Pred;;790989;JWMM ;Time;;;;;;;;;;;;;;;;;;;;;;;;;
490255;314481;Psalms 27:7;;>QR> ;;791626;QWLJ ;Adju;;791627;>QR> ;Pred;;;;;;;;;;;;;;;;;;;;;;;;;
490282;314569;Psalms 28:1;;>QR> ;;791690;>LJK ;Cmpl;;791692;>QR> ;Pred;;;;;;;;;;;;;;;;;;;;;;;;;
490365;314881;Psalms 30:9;;>QR> ;;791897;>LJK ;Cmpl;;791899;>QR> ;Pred;;;;;;;;;;;;;;;;;;;;;;;;;
490443;315123;Psalms 31:18;;QR>TJK ;;792076;KJ ;Conj;;792077;QR>TJK ;PreO;;;;;;;;;;;;;;;;;;;;;;;;;
490578;315629;Psalms 34:7;;QR> ;;792420;ZH <NJ ;Subj;;792421;QR> ;Pred;;;;;;;;;;;;;;;;;;;;;;;;;
491146;317465;Psalms 42:8;;QWR> ;;793795;THWM&;Subj;;793796;>L&THWM ;Cmpl;;793797;QWR> ;PreC;;793798;LQWL YNWRJK ;Adju;;;;;;;;;;;;;;;;;
491437;318519;Psalms 49:12;;QR>W ;;794493;QR>W ;Pred;;794494;B#MWTM ;Cmpl;;794495;<LJ >DMWT00;Cmpl;;;;;;;;;;;;;;;;;;;;;
491469;318636;Psalms 50:1;;JQR>&;;794578;W;Conj;;794579;JQR>&;Pred;;794580;>RY ;Objc;;794581;MMZRX&#M# ;Loca;;794582;<D&MB>W00;Loca;;;;;;;;;;;;;
491475;318662;Psalms 50:4;;JQR> ;;794598;JQR> ;Pred;;794599;>L&H#MJM M<L W>L&H>RY ;Cmpl;;;;;;;;;;;;;;;;;;;;;;;;;
491504;318764;Psalms 50:15;;QR>NJ ;;794670;W;Conj;;794671;QR>NJ ;PreO;;794672;BJWM YRH ;Time;;;;;;;;;;;;;;;;;;;;;
491646;319232;Psalms 53:5;;QR>W00;;795011;>LHJM ;Objc;;795012;L> ;Nega;;795013;QR>W00;Pred;;;;;;;;;;;;;;;;;;;;;
491730;319514;Psalms 55:17;;>QR> ;;795214;>NJ ;Subj;;795215;>L&>LHJM ;Cmpl;;795216;>QR> ;Pred;;;;;;;;;;;;;;;;;;;;;
491786;319709;Psalms 56:10;;>QR> ;;795366;>QR> ;Pred;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
491811;319788;Psalms 57:3;;>QR> ;;795424;>QR> ;Pred;;795425;L>LHJM <LJWN ;Cmpl;;;;;;;;;;;;;;;;;;;;;;;;;
492007;320379;Psalms 61:3;;>QR> ;;795837;MQYH H>RY ;Loca;;795838;>LJK ;Cmpl;;795839;>QR> ;Pred;;;;;;;;;;;;;;;;;;;;;
492223;321117;Psalms 66:17;;QR>TJ ;;796347;>LJW ;Cmpl;;796348;PJ&;Adju;;796349;QR>TJ ;Pred;;;;;;;;;;;;;;;;;;;;;
492382;321642;Psalms 69:4;;QR>J ;;796695;BQR>J ;PreO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
493113;324307;Psalms 79:6;;QR>W00;;798578;>#R ;Rela;;798579;B#MK ;Cmpl;;798580;L> ;Nega;;798581;QR>W00;Pred;;;;;;;;;;;;;;;;;
493191;324571;Psalms 80:19;;NQR>00;;798762;W;Conj;;798763;B#MK ;Cmpl;;798764;NQR>00;Pred;;;;;;;;;;;;;;;;;;;;;
493214;324649;Psalms 81:8;;QR>T ;;798806;BYRH ;Adju;;798807;QR>T ;Pred;;;;;;;;;;;;;;;;;;;;;;;;;
493405;325293;Psalms 86:3;;>QR> ;;799241;KJ ;Conj;;799242;>LJK ;Cmpl;;799243;>QR> ;Pred;;799244;KL&HJWM00;Time;;;;;;;;;;;;;;;;;
493409;325316;Psalms 86:5;;QR>JK00;;799252;KJ&;Conj;;799253;>TH ;Subj;;799255;VWB WSLX WRB&XSD ;PreC;;799256;LKL&QR>JK00;Adju;;;;;;;;;;;;;;;;;
493414;325328;Psalms 86:7;;>QR>K ;;799263;BJWM YRTJ ;Time;;799264;>QR>K ;PreO;;;;;;;;;;;;;;;;;;;;;;;;;
493503;325622;Psalms 88:10;;QR>TJK ;;799469;QR>TJK ;PreO;;799471;BKL&JWM ;Time;;;;;;;;;;;;;;;;;;;;;;;;;
493596;325970;Psalms 89:27;;JQR>NJ ;;799711;HW> ;Subj;;799712;JQR>NJ ;PreO;;;;;;;;;;;;;;;;;;;;;;;;;
493755;326528;Psalms 91:15;;JQR>NJ ;;800104;JQR>NJ ;PreO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
494028;327510;Psalms 99:6;;QR>J ;;800763;W;Conj;;800764;#MW>L ;Subj;;800765;BQR>J #MW ;PreC;;;;;;;;;;;;;;;;;;;;;
494029;327512;Psalms 99:6;;QR>JM ;;800766;QR>JM ;PreC;;800767;>L&JHWH ;Cmpl;;;;;;;;;;;;;;;;;;;;;;;;;
494096;327741;Psalms 102:3;;>QR> ;;800921;>QR> ;Pred;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
494325;328572;Psalms 105:1;;QR>W ;;801490;QR>W ;Pred;;801491;B#MW ;Cmpl;;;;;;;;;;;;;;;;;;;;;;;;;
494359;328700;Psalms 105:16;;JQR> ;;801570;W;Conj;;801571;JQR> ;Pred;;801572;R<B ;Objc;;801573;<L&H>RY ;Cmpl;;;;;;;;;;;;;;;;;
494929;330890;Psalms 116:2;;>QR>00;;803039;W;Conj;;803040;BJMJ ;Adju;;803041;>QR>00;Pred;;;;;;;;;;;;;;;;;;;;;
494933;330906;Psalms 116:4;;>QR> ;;803049;W;Conj;;803050;B#M&JHWH ;Adju;;803051;>QR> ;Pred;;;;;;;;;;;;;;;;;;;;;
494957;330982;Psalms 116:13;;>QR>00;;803105;W;Conj;;803106;B#M JHWH ;Adju;;803107;>QR>00;Pred;;;;;;;;;;;;;;;;;;;;;
494966;331020;Psalms 116:17;;>QR>00;;803128;W;Conj;;803129;B#M JHWH ;Adju;;803130;>QR>00;Pred;;;;;;;;;;;;;;;;;;;;;
494988;331094;Psalms 118:5;;QR>TJ ;;803181;MN&HMYR ;Adju;;803182;QR>TJ ;Pred;;803183;JH ;Objc;;;;;;;;;;;;;;;;;;;;;
495383;332405;Psalms 119:145;;QR>TJ ;;804167;QR>TJ ;Pred;;804168;BKL&LB ;Adju;;;;;;;;;;;;;;;;;;;;;;;;;
495387;332413;Psalms 119:146;;QR>TJK ;;804173;QR>TJK ;PreO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
495466;332653;Psalms 120:1;;QR>TJ ;;804357;>L&JHWH ;Cmpl;;804358;BYRTH LJ ;Adju;;804359;QR>TJ ;Pred;;;;;;;;;;;;;;;;;;;;;
495647;333322;Psalms 130:1;;QR>TJK ;;804801;MM<MQJM ;Adju;;804802;QR>TJK ;PreO;;;;;;;;;;;;;;;;;;;;;;;;;
495883;334274;Psalms 138:3;;QR>TJ ;;805406;BJWM ;Time;;805407;QR>TJ ;Pred;;;;;;;;;;;;;;;;;;;;;;;;;
496027;334703;Psalms 141:1;;QR>TJK ;;805732;QR>TJK ;PreO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
496030;334709;Psalms 141:1;;QR>J&;;805737;BQR>J&;PreS;;805738;LK00;Cmpl;;;;;;;;;;;;;;;;;;;;;;;;;
496230;335393;Psalms 145:18;;QR>JW ;;806223;QR>JW ;PtcO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
496232;335397;Psalms 145:18;;JQR>HW ;;806225;>#R ;Rela;;806226;JQR>HW ;PreO;;806227;B>MT00;Adju;;;;;;;;;;;;;;;;;;;;;
496281;335578;Psalms 147:4;;JQR>00;;806347;LKLM ;Cmpl;;806348;#MWT ;Objc;;806349;JQR>00;Pred;;;;;;;;;;;;;;;;;;;;;
496294;335628;Psalms 147:9;;JQR>W00;;806385;>#R ;Rela;;806386;JQR>W00;Pred;;;;;;;;;;;;;;;;;;;;;;;;;
496406;336087;Job 1:4;;QR>W ;;806642;W;Conj;;806643;QR>W ;Pred;;806644;L#L#T >XJWTJHM ;Cmpl;;;;;;;;;;;;;;;;;;;;;
496698;337282;Job 5:1;;QR>&;;807480;QR>&;Pred;;807481;N> ;Intj;;;;;;;;;;;;;;;;;;;;;;;;;
497011;338399;Job 9:16;;QR>TJ ;;808370;>M&;Conj;;808371;QR>TJ ;Pred;;;;;;;;;;;;;;;;;;;;;;;;;
497204;339027;Job 12:4;;QR> ;;808886;QR> ;PreC;;808887;L>LWH ;Cmpl;;;;;;;;;;;;;;;;;;;;;;;;;
497319;339435;Job 13:22;;QR> ;;809193;W;Conj;;809194;QR> ;Pred;;;;;;;;;;;;;;;;;;;;;;;;;
497382;339658;Job 14:15;;TQR> ;;809365;TQR> ;Pred;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
497592;340411;Job 17:14;;QR>TJ ;;809958;L#XT ;Cmpl;;809959;QR>TJ ;Pred;;;;;;;;;;;;;;;;;;;;;;;;;
497687;340755;Job 19:16;;QR>TJ ;;810236;L<BDJ ;Cmpl;;810237;QR>TJ ;Pred;;;;;;;;;;;;;;;;;;;;;;;;;
498157;342446;Job 27:10;;JQR> ;;811572;JQR> ;Pred;;811573;>LWH ;Objc;;811574;BKL&<T00;Adju;;;;;;;;;;;;;;;;;;;;;
499324;346861;Job 42:14;;JQR> ;;814850;W;Conj;;814851;JQR> ;Pred;;814852;#M&H>XT ;Objc;;814853;JMJMH ;Objc;;;;;;;;;;;;;;;;;
499379;347105;Proverbs 1:21;;TQR> ;;815000;BR># HMJWT ;Loca;;815001;TQR> ;Pred;;;;;;;;;;;;;;;;;;;;;;;;;
499388;347139;Proverbs 1:24;;QR>TJ ;;815027;J<N ;Conj;;815028;QR>TJ ;Pred;;;;;;;;;;;;;;;;;;;;;;;;;
499400;347181;Proverbs 1:28;;JQR>NNJ ;;815059;>Z ;Time;;815060;JQR>NNJ ;PreO;;;;;;;;;;;;;;;;;;;;;;;;;
499421;347256;Proverbs 2:3;;TQR> ;;815115;>M ;Conj;;815116;LBJNH ;Cmpl;;815117;TQR> ;Pred;;;;;;;;;;;;;;;;;;;;;
499790;348609;Proverbs 7:4;;TQR>00;;816088;W;Conj;;816089;MD< ;Objc;;816090;LBJNH ;Cmpl;;816091;TQR>00;Pred;;;;;;;;;;;;;;;;;
499849;348837;Proverbs 8:1;;TQR> ;;816236;H;Ques;;816237;L>&;Nega;;816238;XKMH ;Subj;;816239;TQR> ;Pred;;;;;;;;;;;;;;;;;
499853;348861;Proverbs 8:4;;>QR> ;;816249;>LJKM ;Cmpl;;816251;>QR> ;Pred;;;;;;;;;;;;;;;;;;;;;;;;;
499942;349181;Proverbs 9:3;;TQR> ;;816469;TQR> ;Pred;;816470;<L&GPJ MRMJ QRT00;Cmpl;;;;;;;;;;;;;;;;;;;;;;;;;
499978;349288;Proverbs 9:15;;QR> ;;816552;LQR> ;Pred;;816553;L<BRJ&DRK ;Cmpl;;;;;;;;;;;;;;;;;;;;;;;;;
499988;349321;Proverbs 9:18;;QR>JH00;;816577;B<MQJ #>WL ;PreC;;816578;QR>JH00;Subj;;;;;;;;;;;;;;;;;;;;;;;;;
500205;350113;Proverbs 12:23;;JQR> ;;817139;W;Conj;;817140;LB KSJLJM ;Subj;;817141;JQR> ;Pred;;817142;>WLT00;Objc;;;;;;;;;;;;;;;;;
500494;351199;Proverbs 16:21;;JQR> ;;817901;LXKM&LB ;Cmpl;;817902;JQR> ;Pred;;817903;NBWN ;Objc;;;;;;;;;;;;;;;;;;;;;
500613;351662;Proverbs 18:6;;JQR>00;;818215;W;Conj;;818216;PJW ;Subj;;818217;LMHLMWT ;Cmpl;;818218;JQR>00;Pred;;;;;;;;;;;;;;;;;
500753;352168;Proverbs 20:6;;JQR> ;;818580;JQR> ;Pred;;818581;>J# ;Subj;;818582;XSDW ;Objc;;;;;;;;;;;;;;;;;;;;;
500848;352522;Proverbs 21:13;;JQR> ;;818812;GM&HW> ;Subj;;818813;JQR> ;Pred;;;;;;;;;;;;;;;;;;;;;;;;;
501076;353418;Proverbs 24:8;;JQR>W00;;819429;LW ;Cmpl;;819430;B<L&MZMWT ;Objc;;819431;JQR>W00;Pred;;;;;;;;;;;;;;;;;;;;;
501830;356165;Ruth 1:20;;TQR>NH ;;821359;>L&;Nega;;821360;TQR>NH ;Pred;;821361;LJ ;Cmpl;;821362;N<MJ ;Objc;;;;;;;;;;;;;;;;;
501831;356168;Ruth 1:20;;QR>N ;;821363;QR>N ;Pred;;821364;LJ ;Cmpl;;821365;MR> ;Objc;;;;;;;;;;;;;;;;;;;;;
501835;356184;Ruth 1:21;;TQR>NH ;;821378;LMH ;Ques;;821379;TQR>NH ;Pred;;821380;LJ ;Cmpl;;821381;N<MJ ;Objc;;;;;;;;;;;;;;;;;
502154;357408;Ruth 4:11;;QR>&;;822247;W;Conj;;822248;QR>&;Pred;;822249;#M ;Objc;;822250;BBJT LXM00;Loca;;;;;;;;;;;;;;;;;
502166;357472;Ruth 4:14;;JQR> ;;822296;W;Conj;;822297;JQR> ;Pred;;822298;#MW ;Subj;;822299;BJ#R>L00;Loca;;;;;;;;;;;;;;;;;
502175;357515;Ruth 4:17;;TQR>NH ;;822328;W;Conj;;822329;TQR>NH ;Pred;;822330;LW ;Cmpl;;822331;H#KNWT ;Subj;;822332;#M ;Objc;;;;;;;;;;;;;
502178;357527;Ruth 4:17;;TQR>NH ;;822337;W;Conj;;822338;TQR>NH ;Pred;;822339;#MW ;Objc;;822340;<WBD ;Objc;;;;;;;;;;;;;;;;;
502450;358539;Song_of_songs 5:6;;QR>TJW ;;822975;QR>TJW ;PreO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
503183;361408;Ecclesiastes 6:10;;NQR> ;;824814;KBR ;Modi;;824815;NQR> ;PreC;;824816;#MW ;Subj;;;;;;;;;;;;;;;;;;;;;
503726;363794;Lamentations 1:15;;QR> ;;826368;QR> ;Pred;;826369;<LJ ;Cmpl;;826370;MW<D ;Objc;;;;;;;;;;;;;;;;;;;;;
503745;363866;Lamentations 1:19;;QR>TJ ;;826424;QR>TJ ;Pred;;826425;LM>HBJ ;Cmpl;;;;;;;;;;;;;;;;;;;;;;;;;
503765;363928;Lamentations 1:21;;QR>T ;;826472;QR>T ;Pred;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
503884;364424;Lamentations 2:22;;TQR> ;;826793;TQR> ;Pred;;826794;KJWM MW<D ;Adju;;826795;MGWRJ MSBJB ;Objc;;;;;;;;;;;;;;;;;;;;;
503998;364854;Lamentations 3:55;;QR>TJ ;;827085;QR>TJ ;Pred;;827086;#MK ;Objc;;827088;MBWR TXTJWT00;Cmpl;;;;;;;;;;;;;;;;;;;;;
504003;364872;Lamentations 3:57;;>QR>K ;;827097;>QR>K ;PreO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
504073;365144;Lamentations 4:15;;QR>W ;;827271;QR>W ;Pred;;827272;LMW ;Cmpl;;;;;;;;;;;;;;;;;;;;;;;;;
504298;366405;Esther 2:14;;NQR>H ;;827912;W;Conj;;827913;NQR>H ;Pred;;827914;B#M00;Cmpl;;;;;;;;;;;;;;;;;;;;;
504387;366940;Esther 3:12;;JQR>W ;;828199;W;Conj;;828200;JQR>W ;Pred;;828201;SPRJ HMLK ;Subj;;828202;BXD# HR>#WN ;Time;;828203;B#LW#H <#R JWM BW ;Time;;;;;;;;;;;;;
504431;367215;Esther 4:5;;TQR> ;;828323;W;Conj;;828324;TQR> ;Pred;;828325;>STR ;Subj;;828326;LHTK MSRJSJ HMLK ;Cmpl;;;;;;;;;;;;;;;;;
504460;367369;Esther 4:11;;JQR> ;;828404;>#R ;Rela;;828405;L>&;Nega;;828406;JQR> ;Pred;;;;;;;;;;;;;;;;;;;;;
504465;367391;Esther 4:11;;NQR>TJ ;;828418;W;Conj;;828419;>NJ ;Subj;;828420;L> ;Nega;;828421;NQR>TJ ;Pred;;828424;ZH ;Modi;;828425;#LW#JM JWM00;Time;;;;;;;;;
504552;367850;Esther 5:12;;QRW>&;;828688;W;Conj;;828689;GM&LMXR ;Time;;828690;>NJ ;Subj;;828691;QRW>&;PreC;;828692;LH ;Adju;;828693;<M&HMLK00;Adju;;;;;;;;;
504567;367944;Esther 6:1;;NQR>JM ;;828739;W;Conj;;828740;JHJW ;Pred;;828741;NQR>JM ;PreC;;828742;LPNJ HMLK00;Cmpl;;;;;;;;;;;;;;;;;
504605;368156;Esther 6:9;;QR>W ;;828862;W;Conj;;828863;QR>W ;Pred;;828864;LPNJW ;Cmpl;;;;;;;;;;;;;;;;;;;;;
504619;368229;Esther 6:11;;JQR> ;;828904;W;Conj;;828905;JQR> ;Pred;;828906;LPNJW ;Cmpl;;;;;;;;;;;;;;;;;;;;;
504735;368860;Esther 8:9;;JQR>W ;;829264;W;Conj;;829265;JQR>W ;Pred;;829266;SPRJ&HMLK ;Subj;;829267;B<T&HHJ> ;Time;;829268;BXD# H#LJ#J ;Time;;829271;B#LW#H W<#RJM BW ;Time;;;;;;;;;
504871;369794;Esther 9:26;;QR>W ;;829673;<L&KN ;Adju;;829674;QR>W ;Pred;;829675;LJMJM H>LH ;Cmpl;;829676;PWRJM ;Objc;;829677;<L&#M HPWR ;Adju;;;;;;;;;;;;;
504979;370542;Daniel 2:2;;QR> ;;830031;LQR> ;Pred;;830032;LXRVMJM WL>#PJM WLMK#PJM WLK#DJM ;Cmpl;;;;;;;;;;;;;;;;;;;;;;;;;
505230;371676;Daniel 3:4;;QR> ;;830766;W;Conj;;830767;KRWZ> ;Subj;;830768;QR> ;PreC;;830769;BXJL ;Adju;;;;;;;;;;;;;;;;;
505419;372550;Daniel 4:11;;QR> ;;831300;QR> ;PreC;;831301;BXJL ;Adju;;;;;;;;;;;;;;;;;;;;;;;;;
505587;373277;Daniel 5:7;;QR> ;;831796;QR> ;PreC;;831797;MLK> ;Subj;;831798;BXJL ;Adju;;;;;;;;;;;;;;;;;;;;;
505592;373299;Daniel 5:7;;JQRH ;;831808;DJ&;Rela;;831809;JQRH ;Pred;;831810;KTBH DNH ;Objc;;;;;;;;;;;;;;;;;;;;;
505598;373328;Daniel 5:8;;MQR> ;;831829;KTB> ;Objc;;831830;LMQR> ;Pred;;;;;;;;;;;;;;;;;;;;;;;;;
505620;373437;Daniel 5:12;;JTQRJ ;;831897;K<N ;Time;;831898;DNJ>L ;Subj;;831899;JTQRJ ;Pred;;;;;;;;;;;;;;;;;;;;;
505632;373493;Daniel 5:15;;JQRWN ;;831936;DJ&;Conj;;831937;KTBH DNH ;Objc;;831938;JQRWN ;Pred;;;;;;;;;;;;;;;;;;;;;
505642;373523;Daniel 5:16;;MQR> ;;831961;KTB> ;Objc;;831962;LMQR> ;Pred;;;;;;;;;;;;;;;;;;;;;;;;;
505650;373559;Daniel 5:17;;>QR> ;;831987;BRM ;Modi;;831988;KTB> ;Objc;;831989;>QR> ;Pred;;831990;LMLK> ;Cmpl;;;;;;;;;;;;;;;;;
506074;375533;Daniel 8:16;;JQR> ;;833262;W;Conj;;833263;JQR> ;Pred;;;;;;;;;;;;;;;;;;;;;;;;;
506209;376167;Daniel 9:18;;NQR> ;;833614;>#R&;Rela;;833615;NQR> ;Pred;;833616;#MK ;Subj;;833617;<LJH ;Cmpl;;;;;;;;;;;;;;;;;
506221;376198;Daniel 9:19;;NQR> ;;833639;KJ&;Conj;;833640;#MK ;Subj;;833641;NQR> ;Pred;;833642;<L&<JRK W<L&<MK00;Cmpl;;;;;;;;;;;;;;;;;
506269;376438;Daniel 10:1;;NQR> ;;833783;>#R&;Rela;;833784;NQR> ;Pred;;833785;#MW ;Subj;;833786;BLV#>YR ;Objc;;;;;;;;;;;;;;;;;
506755;378926;Ezra 2:61;;JQR> ;;835118;W;Conj;;835119;JQR> ;Pred;;835120;<L&#MM00;Cmpl;;;;;;;;;;;;;;;;;;;;;
506895;379884;Ezra 4:18;;QRJ ;;835553;N#TWN> ;Subj;;835557;MPR# ;PrAd;;835558;QRJ ;Pred;;835559;QDMJ00;Cmpl;;;;;;;;;;;;;;;;;
506914;379967;Ezra 4:23;;QRJ ;;835613;MN&DJ ;Conj;;835614;PR#GN N#TWN> DJ >RTX##T MLK> ;Subj;;835615;QRJ ;Pred;;835616;QDM&RXWM W#M#J SPR> WKNWTHWN ;Cmpl;;;;;;;;;;;;;;;;;
507222;381868;Ezra 8:21;;>QR> ;;836545;W;Conj;;836546;>QR> ;Pred;;836547;#M <L&HNHR >HW> ;Loca;;836548;YWM ;Objc;;;;;;;;;;;;;;;;;
507853;385649;Nehemiah 5:12;;>QR> ;;838452;W;Conj;;838453;>QR> ;Pred;;838454;>T&HKHNJM ;Objc;;;;;;;;;;;;;;;;;;;;;
507920;386048;Nehemiah 6:7;;QR> ;;838669;LQR> ;Pred;;838670;<LJK ;Cmpl;;838671;BJRW#LM ;Loca;;;;;;;;;;;;;;;;;;;;;
508086;386959;Nehemiah 7:63;;JQR> ;;839064;W;Conj;;839065;JQR> ;Pred;;839066;<L&#MM00;Cmpl;;;;;;;;;;;;;;;;;;;;;
508116;387212;Nehemiah 8:3;;JQR>&;;839151;W;Conj;;839152;JQR>&;Pred;;839153;BW ;Cmpl;;839154;LPNJ HRXWB ;Loca;;839157;MN&H>WR <D&MXYJT HJWM ;Time;;839158;NGD H>N#JM WHN#JM WHMBJNJM ;Adju;;;;;;;;;
508135;387375;Nehemiah 8:8;;JQR>W ;;839213;W;Conj;;839214;JQR>W ;Pred;;839215;BSPR BTWRT H>LHJM ;Cmpl;;839216;MPR# ;PrAd;;;;;;;;;;;;;;;;;
508191;387683;Nehemiah 8:18;;JQR> ;;839371;W;Conj;;839372;JQR> ;Pred;;839373;BSPR TWRT H>LHJM ;Cmpl;;839374;JWM BJWM ;Time;;839375;MN&HJWM HR>#WN <D HJWM H>XRWN ;Time;;;;;;;;;;;;;
508200;387761;Nehemiah 9:3;;JQR>W ;;839404;W;Conj;;839405;JQR>W ;Pred;;839406;BSPR TWRT JHWH >LHJHM ;Cmpl;;839407;RB<JT HJWM ;Time;;;;;;;;;;;;;;;;;
508624;390511;Nehemiah 13:1;;NQR> ;;840572;BJWM HHW> ;Time;;840573;NQR> ;Pred;;840574;BSPR M#H ;Cmpl;;840575;B>ZNJ H<M ;Adju;;;;;;;;;;;;;;;;;
509032;392914;1_Chronicles 4:9;;QR>H ;;841750;W;Conj;;841751;>MW ;Subj;;841752;QR>H ;Pred;;841753;#MW ;Objc;;841754;J<BY ;Objc;;;;;;;;;;;;;
509035;392924;1_Chronicles 4:10;;JQR> ;;841759;W;Conj;;841760;JQR> ;Pred;;841761;J<BY ;Subj;;841762;L>LHJ J#R>L ;Cmpl;;;;;;;;;;;;;;;;;
509272;394670;1_Chronicles 6:50;;JQR>W ;;842435;>#R&;Rela;;842436;JQR>W ;Pred;;842437;>THM ;Objc;;842438;B#MWT00;Cmpl;;;;;;;;;;;;;;;;;
509326;395212;1_Chronicles 7:16;;TQR> ;;842592;W;Conj;;842593;TQR> ;Pred;;842594;#MW ;Objc;;842595;PR# ;Objc;;;;;;;;;;;;;;;;;
509345;395321;1_Chronicles 7:23;;JQR> ;;842646;W;Conj;;842647;JQR> ;Pred;;842648;>T&#MW ;Objc;;842649;BRJ<H ;Objc;;;;;;;;;;;;;;;;;
509621;397134;1_Chronicles 11:7;;QR>W&;;843456;<L&KN ;Adju;;843457;QR>W&;Pred;;843458;LW ;Cmpl;;843459;<JR DWJD00;Objc;;;;;;;;;;;;;;;;;
509861;398576;1_Chronicles 13:6;;NQR> ;;844106;>#R&;Rela;;844107;NQR> ;Pred;;844108;#M00;Subj;;;;;;;;;;;;;;;;;;;;;
509876;398680;1_Chronicles 13:11;;JQR> ;;844159;W;Conj;;844160;JQR> ;Pred;;844161;LMQWM HHW> ;Cmpl;;844162;PRY <Z> ;Objc;;844163;<D HJWM HZH00;Time;;;;;;;;;;;;;
509918;398922;1_Chronicles 14:11;;QR>W ;;844301;<L&KN ;Adju;;844302;QR>W ;Pred;;844303;#M&HMQWM HHW> ;Objc;;844304;B<L PRYJM00;Objc;;;;;;;;;;;;;;;;;
509964;399176;1_Chronicles 15:11;;JQR> ;;844453;W;Conj;;844454;JQR> ;Pred;;844455;DWJD ;Subj;;844456;LYDWQ WL>BJTR HKHNJM WLLWJM L>WRJ>L <#JH WJW>L #M<JH W>LJ>L W<MJNDB00;Cmpl;;;;;;;;;;;;;;;;;
