clause#;word#;passage;link;verb;stem;phr1#;phr1_txt;phr1_function;phr1_corr;phr2#;phr2_txt;phr2_function;phr2_corr;phr3#;phr3_txt;phr3_function;phr3_corr;phr4#;phr4_txt;phr4_function;phr4_corr;phr5#;phr5_txt;phr5_function;phr5_corr;phr6#;phr6_txt;phr6_function;phr6_corr;phr7#;phr7_txt;phr7_function;phr7_corr
462329;188544;1_Kings 15:12;link;JSR ;hif;713751;W;Conj;;713752;JSR ;Pred;;713753;>T&KL&HGLLJM ;Objc;;;;;;;;;;;;;;;;;
462332;188558;1_Kings 15:13;link;JSRH ;hif;713759;W;Conj;;713760;JSRH ;PreO;;713761;MGBJRH ;Cmpl;;;;;;;;;;;;;;;;;
462336;188581;1_Kings 15:14;link;SRW ;qal;713773;W;Conj;;713774;HBMWT ;Objc;Subj;713775;L>&;Nega;;713776;SRW ;Pred;;;;;;;;;;;;;
463173;192450;1_Kings 20:24;link;HSR ;hif;716134;HSR ;Pred;;716135;HMLKJM ;Objc;;;;;;;;;;;;;;;;;;;;;
463269;192878;1_Kings 20:39;link;SR ;qal;716421;W;Conj;;716422;HNH&;Intj;;716423;>J# ;Subj;;716424;SR ;Pred;;;;;;;;;;;;;
463284;192925;1_Kings 20:41;link;JSR ;hif;716461;W;Conj;;716462;JSR ;Pred;;716463;>T&H>PR ;Objc;;716464;M<LJ <JNJW ;Cmpl;;;;;;;;;;;;;
463609;194328;1_Kings 22:32;link;JSRW ;qal;717387;W;Conj;;717388;JSRW ;Pred;;717389;<LJW ;Cmpl;;;;;;;;;;;;;;;;;
463652;194560;1_Kings 22:43;link;SR ;qal;717516;L>&;Nega;;717517;SR ;Pred;;717518;MMNW ;Cmpl;;;;;;;;;;;;;;;;;
463655;194573;1_Kings 22:44;link;SRW ;qal;717523;>K HBMWT ;Objc;Subj;717524;L>&;Nega;;717525;SRW ;Pred;;;;;;;;;;;;;;;;;
463962;195869;2_Kings 3:2;link;JSR ;hif;718405;W;Conj;;718406;JSR ;Pred;;718407;>T&MYBT HB<L ;Objc;;;;;;;;;;;;;;;;;
463966;195889;2_Kings 3:3;link;SR ;qal;718416;L>&;Nega;;718417;SR ;Pred;;718418;MMNH00;Cmpl;;;;;;;;;;;;;;;;;
464130;196643;2_Kings 4:8;link;JSR ;qal;718895;JSR ;Pred;;718896;#MH ;Cmpl;;;;;;;;;;;;;;;;;;;;;
464141;196684;2_Kings 4:10;link;JSWR ;qal;718924;JSWR ;Pred;;718925;#MH00;Cmpl;;;;;;;;;;;;;;;;;;;;;
464144;196694;2_Kings 4:11;link;JSR ;qal;718932;W;Conj;;718933;JSR ;Pred;;718934;>L&H<LJH ;Cmpl;;;;;;;;;;;;;;;;;
464689;198861;2_Kings 6:32;link;HSJR ;hif;720429;LHSJR ;Pred;;720430;>T&R>#J ;Objc;;;;;;;;;;;;;;;;;;;;;
465353;201822;2_Kings 10:29;link;SR ;qal;722287;L>&;Nega;;722288;SR ;Pred;;722289;JHW> ;Subj;;722290;M>XRJHM ;Cmpl;;;;;;;;;;;;;
465365;201880;2_Kings 10:31;link;SR ;qal;722321;L> ;Nega;;722322;SR ;Pred;;722323;M<L XV>WT JRB<M ;Cmpl;;;;;;;;;;;;;;;;;
465483;202596;2_Kings 12:4;link;SRW ;qal;722682;RQ HBMWT ;Objc;Subj;722683;L>&;Nega;;722684;SRW ;Pred;;;;;;;;;;;;;;;;;
465561;203111;2_Kings 13:2;link;SR ;qal;722938;L>&;Nega;;722939;SR ;Pred;;722940;MMNH00;Cmpl;;;;;;;;;;;;;;;;;
465571;203178;2_Kings 13:6;link;SRW ;qal;722977;>K ;Modi;;722978;L>&;Nega;;722979;SRW ;Pred;;722980;MXV>WT BJT&JRB<M ;Cmpl;;;;;;;;;;;;;
465589;203289;2_Kings 13:11;link;SR ;qal;723035;L> ;Nega;;723036;SR ;Pred;;723037;MKL&XV>WT JRB<M BN&NBV ;Cmpl;;;;;;;;;;;;;;;;;
465673;203678;2_Kings 14:4;link;SRW ;qal;723277;RQ HBMWT ;Objc;Subj;723278;L>&;Nega;;723279;SRW ;Pred;;;;;;;;;;;;;;;;;
465748;204128;2_Kings 14:24;link;SR ;qal;723520;L> ;Nega;;723521;SR ;Pred;;723522;MKL&XV>WT JRB<M BN&NBV ;Cmpl;;;;;;;;;;;;;;;;;
465777;204312;2_Kings 15:4;link;SRW ;qal;723609;RQ HBMWT ;Objc;Subj;723610;L>&;Nega;;723611;SRW ;Pred;;;;;;;;;;;;;;;;;
465795;204423;2_Kings 15:9;link;SR ;qal;723669;L> ;Nega;;723670;SR ;Pred;;723671;MXV>WT JRB<M BN&NBV ;Cmpl;;;;;;;;;;;;;;;;;
465826;204595;2_Kings 15:18;link;SR ;qal;723760;L> ;Nega;;723761;SR ;Pred;;723762;M<L XV>WT JRB<M BN&NBV ;Cmpl;;723766;KL&JMJW00;Time;;;;;;;;;;;;;
465845;204723;2_Kings 15:24;link;SR ;qal;723826;L> ;Nega;;723827;SR ;Pred;;723828;MXV>WT JRB<M BN&NBV ;Cmpl;;;;;;;;;;;;;;;;;
465858;204813;2_Kings 15:28;link;SR ;qal;723866;L> ;Nega;;723867;SR ;Pred;;723868;MN&XV>WT JRB<M BN&NBV ;Cmpl;;;;;;;;;;;;;;;;;
465879;204958;2_Kings 15:35;link;SRW ;qal;723924;RQ HBMWT ;Objc;Subj;723925;L> ;Nega;;723926;SRW ;Pred;;;;;;;;;;;;;;;;;
465955;205476;2_Kings 16:17;link;JSR ;hif;724166;W;Conj;;724167;JSR ;Pred;;724168;M<LJHM ;Cmpl;;724169;>T&HKJR ;Objc;;;;;;;;;;;;;
466034;205962;2_Kings 17:18;link;JSRM ;hif;724435;W;Conj;;724436;JSRM ;PreO;;724437;M<L PNJW ;Cmpl;;;;;;;;;;;;;;;;;
466049;206043;2_Kings 17:22;link;SRW ;qal;724484;L>&;Nega;;724485;SRW ;Pred;;724486;MMNH00;Cmpl;;;;;;;;;;;;;;;;;
466050;206047;2_Kings 17:23;link;HSJR ;hif;724487;<D >#R&;Conj;;724488;HSJR ;Pred;;724489;JHWH ;Subj;;724490;>T&J#R>L ;Objc;;724491;M<L PNJW ;Cmpl;;;;;;;;;
466140;206564;2_Kings 18:4;link;HSJR ;hif;724789;HW> ;Subj;;724790;HSJR ;Pred;;724791;>T&HBMWT ;Objc;;;;;;;;;;;;;;;;;
466152;206625;2_Kings 18:6;link;SR ;qal;724829;L>&;Nega;;724830;SR ;Pred;;724831;M>XRJW ;Cmpl;;;;;;;;;;;;;;;;;
466220;207017;2_Kings 18:22;link;HSJR ;hif;725029;>#R ;Rela;;725030;HSJR ;Pred;;725031;XZQJHW ;Subj;;725032;>T&BMTJW W>T&MZBXTJW ;Objc;;;;;;;;;;;;;
466674;209255;2_Kings 22:2;link;SR ;qal;726356;W;Conj;;726357;L>&;Nega;;726358;SR ;Pred;;726359;JMJN W#M>WL00;Cmpl;;;;;;;;;;;;;
466848;210402;2_Kings 23:19;link;HSJR ;hif;726884;W;Conj;;726885;GM >T&KL&BTJ HBMWT ;Objc;;726892;HSJR ;Pred;;726893;J>#JHW ;Subj;;;;;;;;;;;;;
